Portfolio,Agency,Asset Type,Header 1,Header 2,Header 3,Project Name,SA4 Name,Total Estimated Cost,Expenditure to 30-06-24,Budget 2024-25,Post 2024-25,Latitude,Longitude
"Housing, Local Government, Planning and Public Works","Department of Housing, Local Government, Planning and Public Works",Capital Grant,Housing and Homelessness Services,,,Gold Coast,Gold Coast,N/A,N/A,"30,986",Ongoing,,
"Housing, Local Government, Planning and Public Works","Department of Housing, Local Government, Planning and Public Works",Capital Grant,Housing and Homelessness Services,,,Ipswich,Ipswich,N/A,N/A,"8,665",Ongoing,,
"Housing, Local Government, Planning and Public Works","Department of Housing, Local Government, Planning and Public Works",Capital Grant,Housing and Homelessness Services,,,Logan - Beaudesert,Logan - Beaudesert,N/A,N/A,"1,587",Ongoing,,
"Housing, Local Government, Planning and Public Works","Department of Housing, Local Government, Planning and Public Works",Capital Grant,Housing and Homelessness Services,,,Mackay,Mackay - Isaac - Whitsunday,N/A,N/A,"4,589",Ongoing,,
"Housing, Local Government, Planning and Public Works","Department of Housing, Local Government, Planning and Public Works",Capital Grant,Housing and Homelessness Services,,,Moreton Bay - North,Moreton Bay - North,N/A,N/A,"10,636",Ongoing,,
"Housing, Local Government, Planning and Public Works","Department of Housing, Local Government, Planning and Public Works",Capital Grant,Housing and Homelessness Services,,,Queensland - Outback,Queensland - Outback,N/A,N/A,"2,113",Ongoing,,
"Housing, Local Government, Planning and Public Works","Department of Housing, Local Government, Planning and Public Works",Capital Grant,Housing and Homelessness Services,,,Sunshine Coast,Sunshine Coast,N/A,N/A,"14,741",Ongoing,,
"Housing, Local Government, Planning and Public Works","Department of Housing, Local Government, Planning and Public Works",Capital Grant,Housing and Homelessness Services,,,Toowoomba,Toowoomba,N/A,N/A,"10,193",Ongoing,,
"Housing, Local Government, Planning and Public Works","Department of Housing, Local Government, Planning and Public Works",Capital Grant,Housing and Homelessness Services,,,Townsville,Townsville,N/A,N/A,"4,780",Ongoing,,
"Housing, Local Government, Planning and Public Works","Department of Housing, Local Government, Planning and Public Works",Capital Grant,Housing and Homelessness Services,,,Wide Bay,Wide Bay,N/A,N/A,"23,283",Ongoing,,
"Housing, Local Government, Planning and Public Works","Department of Housing, Local Government, Planning and Public Works",Capital Grant,Housing and Homelessness Services,,,Statewide,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"427,515",Ongoing,,
"Housing, Local Government, Planning and Public Works","Department of Housing, Local Government, Planning and Public Works",Capital Grant,Local Government and Planning,,,Local Government Community Safety,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","5,000",N/A,"5,000",N/A,,
"Housing, Local Government, Planning and Public Works",QBuild,"Property, Plant and Equipment",,,,Regional Infrastructure Upgrades,"Toowoomba,Moreton Bay - South,Cairns,Brisbane Inner City,Mackay - Isaac - Whitsunday,Central Queensland,Wide Bay,Darling Downs - Maranoa,Gold Coast","6,537",844,"5,693",,,
"Housing, Local Government, Planning and Public Works",QBuild,"Property, Plant and Equipment",,,,QBuild Rapid Accommodation and Apprenticeship Centres,"Brisbane Inner City,Cairns","7,570",N/A,"7,570",,,
"Housing, Local Government, Planning and Public Works",QBuild,"Property, Plant and Equipment",,,,"Other property, plant and equipment","Brisbane Inner City,Toowoomba,Queensland - Outback,Central Queensland","6,444","4,847","1,597",N/A,,
"Housing, Local Government, Planning and Public Works",Queensland Building and Construction Commission,"Property, Plant and Equipment",,,,"Other property, plant and equipment","Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","18,553","3,308","5,745","9,500",,
Justice and Attorney-General,Crime and Corruption Commission,"Property, Plant and Equipment",,,,Other plant and equipment,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"3,220",Ongoing,,
Justice and Attorney-General,Crime and Corruption Commission,"Property, Plant and Equipment",,,,Vehicle replacements,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,780,Ongoing,,
Justice and Attorney-General,Department of Justice and Attorney-General,"Property, Plant and Equipment",,,,Leasehold improvements ,Brisbane Inner City,N/A,N/A,"3,879",Ongoing,,
Justice and Attorney-General,Department of Justice and Attorney-General,"Property, Plant and Equipment",,,,"Other acquisitions of property, plant and equipment ","Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"1,080",Ongoing,,
Justice and Attorney-General,Department of Justice and Attorney-General,"Property, Plant and Equipment",,,,Courthouses - information systems upgrades and replacements,Brisbane Inner City,N/A,N/A,795,Ongoing,,
Justice and Attorney-General,Department of Justice and Attorney-General,"Property, Plant and Equipment",,,,Justice System - audio visual capacity expansion and upgrades ,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"11,207",Ongoing,,
Justice and Attorney-General,Department of Justice and Attorney-General,"Property, Plant and Equipment",,,,Minor capital works - software ,Brisbane Inner City,N/A,N/A,"2,065",Ongoing,,
Justice and Attorney-General,Department of Justice and Attorney-General,"Property, Plant and Equipment",,,,Courthouses - minor capital works,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"23,555",Ongoing,,
Justice and Attorney-General,Department of Justice and Attorney-General,"Property, Plant and Equipment",,,,Domestic and family violence courthouse improvements,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","49,050","5,975","9,000","34,075",,
Justice and Attorney-General,Department of Justice and Attorney-General,"Property, Plant and Equipment",,,,Beaudesert courthouse replacement,Logan - Beaudesert,"21,446","4,406","13,521","3,519",-27.989992,152.998337
Justice and Attorney-General,Department of Justice and Attorney-General,"Property, Plant and Equipment",,,,Forensic Services new and upgraded equipment,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",650,N/A,650,N/A,,
Justice and Attorney-General,Department of Justice and Attorney-General,"Property, Plant and Equipment",,,,Townsville courthouse - courtroom expansion,Townsville,"7,500",N/A,500,"7,000",-19.25702464,146.815242
Justice and Attorney-General,Department of Justice and Attorney-General,"Property, Plant and Equipment",,,,Brisbane Supreme and District Court - courtroom expansion,Brisbane Inner City,"25,318",N/A,"2,010","23,308",-27.467,153.020556
Justice and Attorney-General,Legal Aid Queensland,"Property, Plant and Equipment",,,,Vehicles replacement,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",400,N/A,400,N/A,,
Justice and Attorney-General,Legal Aid Queensland,"Property, Plant and Equipment",,,,Office accommodation fit out,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","1,100",N/A,"1,100",N/A,,
Justice and Attorney-General,Office of the Queensland Ombudsman,"Property, Plant and Equipment",,,,Accommodation fit out,Brisbane Inner City,"2,243",227,"1,133",883,-27.47218535,153.0281492
Justice and Attorney-General,Office of the Queensland Ombudsman,"Property, Plant and Equipment",,,,Information technology plant and equipment purchases,Brisbane Inner City,N/A,N/A,90,Ongoing,-27.47218535,153.0281492
Justice and Attorney-General,Public Trustee of Queensland,"Property, Plant and Equipment",,,,"Other acquisitions of property, plant and equipment ","Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,300,Ongoing,,
Justice and Attorney-General,Public Trustee of Queensland,"Property, Plant and Equipment",,,,Leasehold improvements,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,700,Ongoing,,
Legislative Assembly of Queensland,Legislative Assembly of Queensland,"Property, Plant and Equipment",,,,Information technology network infrastructure,Brisbane Inner City,N/A,N/A,"1,043",Ongoing,-27.4754,153.0273
Legislative Assembly of Queensland,Legislative Assembly of Queensland,"Property, Plant and Equipment",,,,"Other property, plant and equipment",Brisbane Inner City,N/A,N/A,"1,577",Ongoing,-27.4754,153.0273
Legislative Assembly of Queensland,Legislative Assembly of Queensland,"Property, Plant and Equipment",,,,Queensland Parliament digital transformation program,Brisbane Inner City,"1,891",865,"1,026",N/A,,
Premier and Cabinet,Department of Premier and Cabinet,"Property, Plant and Equipment",,,,Departmental ICT systems and other minor works,Brisbane Inner City,N/A,N/A,749,Ongoing,-27.47519,153.025851
Premier and Cabinet,Department of Premier and Cabinet,"Property, Plant and Equipment",,,,Ministerial Offices and Office of the Leader of the Opposition - ICT systems and other minor works,Brisbane Inner City,N/A,N/A,311,Ongoing,-27.47519,153.025851
Queensland Corrective Services,Queensland Corrective Services,"Property, Plant and Equipment",Major works - correctional centres ,Lockyer Valley Correctional Centre (formerly Southern Queensland Correctional Precinct – Stage 2),,Lockyer Valley Correctional Centre construction,Ipswich,"879,878","787,978","91,900",N/A,,
